idx	utterance	sentiment
255	Have been a customer since I moved up here back in the early 90's, and hooked up to their internet service as soon as it was available, have had some minor...	3
256	I have never had a problem with Sierra Tel. I had them for a few years when we were newbies to the mounts and we have had their service for almost a year...	3
257	For several months last year I was charged for Internet service that was not working more than a day or two every month. Customer service did nothing to...	1
258	"I usually hate walking into a Verizon store and our Walnut Creek store is a nightmare, but this was a actually a great experience.

Jade was awesome. Took..."	3
259	Just like used car salesmen or sales persons I signed up with Verizon last year and walked out feeling really like I was beat up and Ra--- the sale was ok...	1
260	Went to this store yesterday, ready to buy phones for the family. While there, there was a young lady that was talking to a Mgr, I think her name is Candy....	1
261	We have had Telepacific for a number of years for internet and VOIP.  We were very happy with the service - rock solid - until about a year ago.  Suddenly 3...	1
262	We use to have Comcast business but the service would often go down and we would be out internet and phones for hours at a time. Sometimes it would take the...	3
263	This is a caution about dealing with TelePacific sales. I had been asked to review a proposal they made to a non-profit organization for replacing their...	1
264	Very quick and good work. A little more expensive than like a kiosk at a mall, but if anything goes wrong they'll fix it. Guy was really friendly and...	3
265	My galaxy s10+ got a system update and when it went through it locked me out of my phone completely. Went to AT&T that was next door and they told me that...	3
266	Took my phone there and everything worked perfect before they repaired my screen. They repaired my screen and now my wifi and bluetooth doesnt work. Pay...	1
267	I've been doing business with Edgar for over three years. every time I need something or I have an issue with any of my electronics all I have to do is call...	3
268	This place was great. I was a little skeptical buying a used tv, however I would now recommend it to anybody. Saved nearly 50% on my tv and am very satisfied.	3
269	"These guys are a couple of lying cons. I paid for a Amazon box & never received it. I called every week  and was told every week "" Oh we'll get another..."	1
270	"This rating is based on the lack of quality of their DSL and the technical support person I spoke with.

My DSL Starts working poorly late every night...."	1
271	Your DSL service needs viagra, no matter if I am at home, in Oakhurst, at a friends... your new DSL service just doesn't cut it... what are you doing?	1
272	Started the process of switching over from another cell phone carrier online but missed a verification email so decided to go in to finish the process. They...	3
273	Great service at Verizon yesterday. Especially from this rep, Nuvia. I moved my services (iPhone X and large iPad Pro w cellular) over from ATT where I was...	3
274	Great location! Incredible staff! Nuvia has been my go to for my phone upgrades and service upgrades! I've been extremely satisfied with my service and...	3
275	I cracked the screen on my Galaxy S9+ which also caused the LCD to glitch.  I called around town and the prices other companies were charging were very high...	3
276	I needed and iPhone dearly and was getting coffee before going to buy one. Looked over and saw this store, thought I would give it a try. Best thought I...	3
277	So happy with the service I received! I came in with a cracked iwatch. Adam did a great job fixing it the best he could. My watch looks almost new again! I...	3
278	After reading the mixed reviews, I was reluctant to visit the store. However, after having a belly full of AT&T for the last 10 years, I decided to give the...	3
279	Great customer service! They helped me transfer everything from my old phone to the new one quickly!	3
280	The absolute worst costumer service EVER. Alex, Fabian Callie. I have honestly considered dropping att and going to Verizon but not after my experience with...	1
281	Bought a Note 9 from this location and the overall experience was uncomfortable. The lady helping me hardly knew about the phone and saw I was interested...	1
282	T-Mobile customer 10 years 3 months. One of my phones is a galaxy s3 from 2012, that I was replacing with a phone that uses the nano sim card. So I went to...	1
283	Excellent customer service, these guys are great! I went in because AT&T was charging me through the nose with overages I got a new iPhone 5S for a low out...	3
284	"I hate AT&T. Uverse internet gets the job done - it's nothing extraordinary. I sometimes have Wifi connectivity issues. 

Why do I hate them? Well, it's..."	1
285	They really deserve zero stars. No local telephone support.  People working at the call center don't speak the language, installers will be late or not show...	1
286	Listen,  we all know the cable and internet companies have a monopoly. With that being said you have to choose the least horrific company. Do not,  I repeat...	1
287	The workers are super rude and talk to you crazy. I wouldn't recommend it all. They are barely helpful and have nasty attitudes.	1
288	"Would give zero stars but not a option. 
Waited an hour with only three customers in the store. 
Took the other customer who was behind me first because I..."	1
289	My Husband and I had need to update our phone and family phone plan. We stopped in store on Outer drive in Allen Park. Tenan was very helpful and very...	3
290	Horrible store, I walked in to get some prices for family 4 plan and was standing around in the over perfumed store and had to walk out because my eyes were...	1
291	Very slow location, I waited just about 30 minutes just to make a payment (no payment kiosk). Will not be coming back here	1
292	"""AWESOME"" location & even better service! Molli K. took her time & was very patient & informative, answering all of our million & one questions! Give that..."	3
293	"I was made several promise regarding the ""buyer's remorse"" program, whereas you're able to try out the devices for 14 days before committing to a..."	1
294	"Such a waste of time. I came in here to do three things, change my account into my name, upgrade my phone and buy a watch. 

DAY ONE: The first issue came..."	1
295	So I read the reviews about this store they had some negative ratings. So I drove by and they were not packed, so decided to give them a try. I was greeted...	3
296	On two occasions I was told by AT&T phone and chat support that I would need to come to this store, the closest corporate store to downtown Detroit where I...	1
297	I went in to the store last week to inquire about adding home internet services to my wireless package and was told that I needed to wait over a week until...	1
298	Amazing people working. Workers took the time out to help me with my problem until they sorted it all out. They really care about their customers. Would...	3
299	I been a customer of att for over 6 years now... This store is near my house therefore I go there, but I have to say that the people who work there are soo...	1
300	Worst service ever I was getting a phone as a gift for someone and the guy says he has to open the phone and remove all the plastic and I informed him it...	1
301	"Received the absolute ""WORST & most RUDE"" service ever!!! Sooo wish I could remember the guys name, he made my daughter & I feel as if we were a ""HUGE""..."	1
302	I went in to upgrade to the iPhone 6 and was very pleased to see a clean very nicely setup store. Everyone was friendly. I was immediately greeted and...	3
303	They are very helpful and answered my questions. My son commented how nice they were when we left.	3
304	"Andrew broke my otterbox trying to remove it.
Cortland then offered to give me a DISCOUNT on one, instead of just giving me a free one- you know, b/c it's..."	1
305	WARNING!!! DO NOT GO TO THIS LOCATION! Please do yourself a favor and visit a corporate store. Save yourself a headache! This is just a retail store and do...	1
306	Excellent service by Ericka, Service advisor. I previously made appointment and upon arrival,  I was promptly greeted at door and I did not have to wait....	3
307	I went into the AT&T store by my office to purchase a new phone. The young man (Jeff) who helped me was very kind. He was having a hard time with the system...	1
308	OK. So there is literally an AT&T store on just about every corner. But the location on Southfield Road in Southfield just makes me feel at home. They have...	3
309	"I brought in my phone. It had what turned out to be a bad SIM card, but didn't know that when I walked in.

They sat me down with a tech immediately, and..."	3
310	Went in to upgrade a phone. Got to the store and was told I'd have to wait till a representative could assist me. I don't mind waiting for I did not have an...	1
311	I went to get my upgrade in the royal oak store and having a combined bill it did take a little longer to load than most accounts typically would. The...	1
312	Always have excellent service at this location. All the  staff members are friendly and patient. They are all very well trained and explain everything in...	3
313	I came by to get my new phone connected. They acknowledged me right away and said it would be a few minutes (they were pretty busy). I had a seat, and they...	2
314	The worst service ever! They do not try to help you, they belittle you! I came into to upgrade my phone and I was treated like I was stupid. Sure, I had a...	1
315	"Tony is extremely helpful and a pleasure to work with. 
He has helped me a few times when I have stoped here for one thing or another."	3
316	Went to this location for a replacement phone for my son and ended up getting one for him and one for myself too.  The sale rep (Edgar) we dealt with was...	3
317	"Attention perspective customers;

DO NOT SIGN UP WITH, or even try to get service and online deals from this company. I tried becoming a new customer and..."	1
318	These guys helped set me up with an amazingly priced plan! They made sure all fees were waived for getting a new phone and also took care of my entire family!	3
319	Stopped by this location to return a case around 2 p.m. on a weekday. There were four customers ahead of me. I waited exactly ONE HOUR before I was even...	1
320	I came into this store (AT&T Store at 1800 W 14th Mile Rd Royal Oak, MI 48073, near corner of Crooks & 14 Mile) to get on my girlfriend's phone plan (which...	1
321	This place is awesome! The staff are funny and very helpful. Tony is the man as well! Hooked me up for a lot more for the same price as I was paying before....	3
322	I appreciate that when I come into this location everyone helps me and tries to find me the best deals for my situation I was assisted by Marcus he was very...	3
323	I am normally remiss in writing reviews.  As a business owner myself, I understand how it is to deal with unhappy customers.  Generally, for me, it must be...	1
324	This location is terrible. 3 times now I have gone in for simple things that have left me waiting around in the store for an hour plus only because the...	1
325	Tiayum was very helpful. For some reason the 9 mile AT&T was not helpful at all. If your in the area and your deciding between the other stores, I would...	3
326	The laziest staff I've ever had. They don't care about anything and will yell at you. Can't believe it. Never coming back here again. Hope corporate shuts...	1
327	This is the worst company. DO NOT GO WITH THEM. They have gone against contract and after I over paid a bill that THEY messed up they made me pay and I had...	1
328	Stopped in at the store to ask a simple question and the customer service staff member Sarah, was so rude to me she basically walked away. (There was nobody...	1
329	Very nice staff, but we waited for over 30 minutes to get help with a simple task that took 3-4 minutes.  It was especially annoying when a customer came in...	1
330	Knowledgeable, no nonsense. Great experience. Ask for Riona! The store is clean, well organized, well stocked.	3
331	I was just coming in for an upgrade I've been eligible for for awhile, but the gentleman who helped me made the process as painless and simple as possible....	3
332	If you love terrible service this is the place for you! The only reason I would go here is for the location but other than that I will avoid this place from...	1
333	If you want customer service do not go here. Manager Steve jarbo just wants to upsale you and act like he knows what he is talking about. He is passive...	1
334	I've  been using this place for the last few years. Very knowledgeable staff about all their products. They always have nice accessories to compliment your...	3
335	I used to like this phone company until they started getting way to big and your plan bill got out of hand.  If you get rid of any of there services they...	1
336	Have always received good customer service @ this location. However, stopped in earlier today (9/1/16) & there was a sign on the door stating they were...	3
337	"I've gone to this store multiple times and have had a poor experience each time. 
The wait times are typically 20 minutes plus.  
The employees are not..."	1
338	As an ATT customer for 20 years, this is the level of service I expect. I visited this store to buy a new screen protector for the Galaxy S9 for my...	3
339	"Great customer service - this locale is not jammed so waiting time for a sales tech is minimal :)

Nice ppl @ been in a few times & always professional and..."	3
340	"I really never do this but this hot out of control! I visit at&t store Wednesday 7:30 they close at 8 
Wanted to Trade in an old phone this lady rolled her..."	1
341	After getting beat to death by Comcast and their inferior equipment, service, and attitude I switched to Directv. And for 14 months I've been very happy....	1
342	"Would give a zero star if I could 
Went to cancel my account today that I had for years under no contract because I got an email yesterday that my bill..."	1
343	"I was so happy to get direct tv and AT&T.
The cost at $90 a month including TV and internet. Fantastic...sadly only for the first year not 2 as i thought..."	1
344	"So, if everyone hated it then where did you go for Internet?


It wants me to write more for a review....  I have to go? you are a lot. the very least 2,..."	2
345	IF YOU CAN CALL CUSTOMER SERVICE INSTEAD OF GOING HERE. THE EMPLOYEES HERE ARE USLESS. The low ratings for this place makes sense. These employees are not...	1
346	it is worth the drive to visit a store other than this one. Unfriendly, defensive and not at all interested in customers - thats this place.  they will...	1
347	I take care of my stuff. So when I realized my cup of water was leaking into my car's cup holder, I was pissed. But it wasn't until I went to use my phone...	3
348	"Ignore negative reviews if you so desire. It's your own time and money at risk.

TLDR; iFix Detroit failed to repair a device, and I received it back in..."	1
349	I broke my phone and came here. Nice staff that gets the job done quick  and easy. I do have to say though, my phones home button is a little weird after...	3
350	Wow!  What an amazing find.  I got my screen repaired, a screen saver , and a beautiful case for under 70$.  Fast and friendly!!!	3
351	"About a year after getting the iPhone 6 battery replaced, the battery charge doesn't seem to hold again.  
I'll take it to Apple due to their reduced cost..."	3
352	These guys are incredible. Great attitude great service. They fixed my iPhone 6s screen in less than 10 minutes. Well done.	3
353	Thank you Veronica & Kayla for helping me today!!thank you Kayla, Veronica & Darius for all your help. You were able to resolve the issue timely and kindly....	3
354	I just got wow Internet installed. My 1st bill is not what I agreed to. I am on the phone with your customer service now, and they keep transferring me...	1
355	WOW! More like the opposite. The internet barely ever works, and if it does it's slow. The cable just went out for 3 days, and came back. The internet has...	1
356	"Horrible service, nothing but con artist that work there to scam you out of money. Buyer beware! 

Tim"	1
357	"I come here to pay my MetroPCS bills... it's your typical MetroPCS cell phone store.
   They usually have the overpriced cell phone covers and screen..."	3
358	"I love getting great service
I love talking about getting great service even more!

My Galaxy S6 phone lost it's ability to charge one night, and of course,..."	3
359	"Chelsea is great. Wouldn't trust anyone else with my wireless needs.

Multiple account issues, a line cancellation and starting up a new business later, no..."	3
360	I was with Verizon 10 years. T mobile is different. You have to buy the phone at the full retail price. In that sense, it really works out to be the same...	3
361	My iPhone bricked a few days ago after the new iOS 13 update, I called Apple and they said phone was still under factory warranty, which was good for...	3
362	There are so many employees that I finally figured out why these iPhones cost $750-$1200. The workers are helpful but the prices here are outrageous for...	2
363	The store employees aren't very helpful when you make appointments. Products bought from apple usually get around 3 stars. I purchased a charging case about...	2
364	Great TV, horrible service!!!  Tried replacing a box, didn't work.  Tech support tried to fix it, didn't work.  Replaced it 3 times still didn't work even...	1
365	Unreal. Comcast, without my permission, signed me up for a bunch of services I have no use for, including sending me equipment I don't want. That's illegal,...	1
366	Comcast is the worst!!!!!!! Every time I see one of their trucks in my alley, I know that I'm about to lose service. They disconnected me for no reason at...	1
367	This is a Metro PCS store that excels in customer service! The manager, all the way down to the staff are great at assisting customers. Almost everyone in...	3
368	There seems to be an abundance of cell phone stores popping up lately in this general area.  Sprint is on the corner of 12 and Dequindre, T-mobile and...	3
369	I wish that I could give no stars. Not only did the woman who helped first ring up the wrong price on my credit card, but she failed to cancel it when she...	1
370	"First time to this T-Mobile. Was surprised to learn that they don't have restrooms for customers or as I was told by Alexis ""no public restrooms "".  If you..."	1
371	I recently switched from AT&T to T Mobile. My experience at this T Mobile could not have been better. Both of the Moes are smart, polite, and efficient. I...	3
372	"Not to be confused with the the Cellular Repo Center, which will take your phone away from you if you missed a payment.

I needed a screen for my phone, in..."	3
373	I got my iphone x fixed with in 30 minutes at cellular repair center they did a great job fixing it and the price was cheaper than every one else  highly...	3
374	On 9-16-19 I took my phone in for repair due to power not coming on. Stated the problem upon talking to the store manager. With out any updates on my phone...	1
375	"Once again this store came to the rescue reviving a dormant phone.  The smartest and the best deals are always only here.  

I have gone to others closer to..."	3
376	I was there tonight for help with installing Micro SD card and questions about storage.  He was very generous with his time and a super high quality expert...	3
377	Went there a few weeks ago for the first time, as a new customer with my own phone, I was surprised that the young lady charged me $25.00 for a Sims card....	3
378	I had a really bad cracked iPhone 7 and they were able to fix it flawlessly. The wait time was around 30-40 minutes, so it's a good idea to drop it off and...	3
379	I would've given them 0 stars, but I couldn't... I came in to get my sons phone fixed from a cracked screen and weeks later, it wouldn't turn on... I took...	1
380	Update: the screen only worked for about acouple months n now i cant even fucking unlock the damn phone to see my missed call my text w.e so i call them and...	1
381	As far as cell phone customer service goes, this location is the best. not only have they taken the time to help me out with account problems, stayed open...	3
382	This is the worst Sprint store ever! I had the most horrific experience anyone could ever have when buying a phone. I recently went into the store to...	1
383	I switched my service for sprint to at&t'. Dropped off my lease phone. Got the receipt that my account was clear of all charges . One month later I get a...	1
384	Despite being the closest authorized service center to my home, I will never attempt to have my phone worked on at this location again. The customer service...	1
385	"Nemo had us fixed up for the best deal in town within an hour!

thhank you"	3
386	Eddi was awesome! Such quick charismatic service. He did an amazing job explaining what needed to be repaired and why it would cost what it did. Their...	3
387	I had two ipads with crack screens and was looking for a place to get them fix and cellular repair center pop up on my search so I decided to give them a...	3
388	Came in to resolve a calling problem with my phone and...as usual...it worked in front of them.  We had bought our iPhones here and had them set up on...	3
389	"Switched 3 lines from AT&T and Marvin did a great job.
Helped us with everything, from setting up the new phones to starting the old phone buy backs.
I..."	3
390	"I come here while I live in royal oak, as the royal oak stores are awful! 
This store rocks. I've gotten four phones and two tablets here. They are..."	3
391	I had HelloTech install a Nest Hello video doorbell for me. I have an old home with an old doorbell, so wasn't sure how it was going to work. Michael was...	3
392	Great experience with Alex the tech that came by to set my ring up. He was helpful and gave me suggestion on what would work best for the ring. This is my...	3
393	My tech ( Ahmed ) was absolutely amazing! On time very polite and professional and get it done in a timely manor I would recommend this service to anyone...	3
394	Really nice people and great service. They will try to help in any way possible. I think prices are set by Sprint so as far as cheap deals... The price is...	3
395	I just had a great experience at this Verizon in Novi. I walked right in and was immediately greeted and helped by Brandon. He was so helpful solving a...	3
396	This would have been a 5 if not for the initial greeting process... was greeted by two people- told i was next in line... so after a minute I asked why one...	3
397	"Consistently awful experience. Every single time we walk through the door. Extremely deceptive about billing and ""bundling"". They just start piling boxes on..."	1
398	Metro PCS is the worst cellular service provider out there. The only ones they really truly appeal to are the low income and criminals. I only switched to...	1
399	"This is the friendliest location in Detroit.
I'm not a subscriber, but my sister was visiting from out of town
and needed a charger for her metro pcs phone;..."	3
400	Well, bought a new $45 dollar battery for my iphone 4s. It won't charge after one week. They said it could be the charging port and to bring it in and they...	1
401	Just had my phone repaired at Wireless Warehouse on Howard. Very easy to deal with, fast repair (within 24 hours) and very reasonably priced. If you have an...	3
402	Took my phone to get a new screen paid $150. Said it came with 90 day warranty.  screen breaks three weeks after I get it fixed. Call store and they claim...	1
403	Great vibe from the staff, they were very helpful in helping me get started on the new unlimited plan and made sure I was 100% satisfied before I walked out...	3
404	"I used All About Technology on several occasions to repair my apple computer.
My apple computer had water damage throughout from a water spill in my brief..."	3
405	These guys are really nice people! I took my MacBook Pro to them because the screen was not working. I don't know what they did to it, but within minutes...	3
406	Thanks to neighbor's recommendation, I contacted All About Technology regarding an urgent laptop repair.  At 5:15 pm on Saturday, I dropped off my laptop at...	3
407	Had to buy a new sim card give me a good deal. These guys in there are all right most of the time. What I like about this joint is you can bargain with...	3
408	This place is great... if ur looking to by a Metro. More sophisticated phones r overpriced n my opinion. Its this guy that runs the joint that has been...	2
409	The staff at this place are outstanding. Evan stayed nearly 2 hours overtime to transfer our service and all data from our old phones. On this particular...	3
410	My husband and I drive past multiple T-Mobile stores to come this location. The employees here are awesome and extremely knowledgeable. Evan and Kaman were...	3
411	Steve is a patient and kind manager that helped me through some frustrating billing issues. He took care of the problems and not once became annoyed or...	3
412	I recently had an interesting experience with ATT. I have been a customer for 4 1/2 years with no complaints.  I called their customer service on Monday to...	3
413	If I could give 0 stars I would. Do NOT come to this location! The sales associate (Dominique) tried to scam my husband and I out of $336 dollars on some...	1
414	I would give zero stars but you can't. Update the manager was talking with my husband but he went MIA as well so week 6 and no tv so we are canceling it....	1
415	THE BEST. GO HERE FIRST. After stopping by three other at&t stores and receiving terrible service, wait times of over an hour, and rude salesmen I...	3
416	Rude manager !!!! Not willing to listen or help don't pre order or let them convince you to they won't accept returns no except u ship it back no AT&T store...	1
417	I've been to several AT&T stores and usually end up pretty unhappy.    In fact, I avoided AT&T stores for years. This is the first time I've walked away...	3
418	Peta was so friendly, she greeted me when I walked in and was able to help me find what I wanted. She was very informative on products they sell and plans...	3
419	My experience has been horrible. I went in on october 5th to upgrade phones. The wrong color was ordered and october 8th when the phone arrived at the store...	1
420	I am a long time AT&T customer (more than 5 years). I went to this store today and was treated with what can only be described as disdain. The staff member...	1
421	I went to this store at the suggestion of customer service to expedite things. 4 people in there including 2 employees. So unhelpful to the point of being...	1
422	"This place is definitely a place you want to avoid. Complete incompetence and an unwillingness to do anything above bare minimum.

Michelle needs to figure..."	1
423	Let me first start off by saying that I've been an AT&T customer for about 15 years, and while the customer service people you get when you call have never...	3
424	"Very grateful for this store and how efficiently they took care of all of our issues. Lily was extremely helpful and friendly! 
We just switched to ATT..."	3
425	I have found coming to these locations are a bit hit and miss to both the service and volume patrons you have to wait in line to get help.  On the two...	3
426	"This happened back in February of 2018.
I had a brand new 24 hr old Galaxy s8active with a defective screen, I was on the phone with att customer service..."	1
427	Yesterday I came onto this store needing to take care of somethings with an At&t account. It's a nice spacious store and I love their hours. They are open...	3
428	Went into the store to pick-up phones after doing an online application. First the guy said my order was not submitted, so he wanted to run an application &...	1
429	After going to the location at Shepard Square and having the absolute worst customer service, it was extra awesome to get really exceptional service from...	3
430	Dreadful!  Understaffed.  NO communication.  Waiting patiently to get my screen protector replaced.  This is a nightmare.  No wonder AT&T are in trouble....	1
431	I would give zero star if I could: I opened my internet account last week and they told me the next available time to install is next Saturday. I was...	1
432	Jenishia greeted me promptly upon entering this location. Answered all my questions. Very helpful. I will make sure I follow up with her when I'm ready to...	3
433	You need to take care of your customers.  We sat waiting watching you talking on your phone with your friends instead of helping us. We left the store and...	1
434	Was in town with my mother at MD Anderson when my phone started dying for good. We were trying to get out of town on one of the few last flights back to the...	3
435	"I checked in yesterday you can read my review for then. 
Updated info as of May 1st. Why is there stars on this if I didn't give this company any stars...."	1
436	Will never return to this location. They made an error on my account and charged me for a phone that was suppose to be free. Never got my money back, they...	1
437	Worst manage place ever 3 employees just standing two talking to each other one opening and closing the door while I sit there waiting to be call after 15...	1
438	"I'm not sure where you're ATT with your planning about switching from Verizon, but we're about halfway there.

This AT&T store not too far from the Houston..."	2
439	@PrimeComms I went in on Monday to inquire about getting a new phone because mine was damaged. During the set up process I changed my mind because I...	1
440	I'm always sick of people taking advantage of others! Thank you Phil who works here you soy boy you rude individual! I'm paying for a stupid Iwacth that...	1
441	Amazing I got a corn dogs chicken and chilly cheese steak I also bought a golden reatreiver and a bouncy kastle	3
442	I leave here wondering how this place functions.  Called several times in the morning to ensure the phone I wanted to upgrade to was in stock but could...	1
443	This AT&T is located conveniently located near my work place. Although the service provider itself is less than stellar, their customer service skills are...	3
444	Worst customer service ever. Currently here waiting for 45 minutes and still not yet helped. Manager in back won't come out to help. The two reps here are...	1
445	Horrible customer service. Only one employee was working she didn't help at all. When I asked if there was someone else she went on and said she's the only...	1
446	Most knowledgeable, helpful, and friendly retail experience ever!! I had a super complicated billing issue and they were just so clear and simple it was...	3
447	The sales woman lied and gave wrong information. When pointing to right information on ATT website, she didn't care find out. Her attitude was either take...	1
448	As I walked in to upgrade my phone the lady working at the time paid no attention to me as she was on her phone. She mentioned she was texting a customer...	1
449	Please change your hours. I came by the store thinking it was open till 7 cause that's what I found online, and I come to find the store is closed when I...	1
450	If you plan to go to this AT&T store highly suggest using the bathroom before you go!  My fiancé was upgrading his phone for over an hour and they won't...	1
451	I am not a fan of ATT. They have the worse customer service and horrible promotions no one seems to know about.  That being said, this store was helpful,...	3
452	This store use to have great customer service. Not anymore. I went today to get a new phone and from the beginning the guy didn't want to help me. He was...	1
453	"THE WORST STORE EVER!!! The technician has no freaken clue what is going one!!! We signed up for the ""Buy One Get One (BOGO)"" promotion. However, we could..."	1
454	Here for my wife's bday gift of an iphone X....and it was a GREAT experience!! Our salesman Jubril took his time and answered all our questions/concerns. He...	3
455	"I been a costumer of AT&T for a long time and I never been so
Neglected by this company in my whole life. 

Manager Melissa Gómez has not returned any of my..."	1
456	I've spent thousands of dollars at this particular store.   One phone I bought was a lemon.  They were absolutely no help at all in dealing with this...	1
457	"Internet is garbage. The McDonald's WiFi works better. Stay with T-Mobile or Verizon. ""Most reliable"" is as true as the Nigerian scammers telling you that..."	1
458	I had the best experience today. Julius helped me and was incredibly knowledgeable and helpful and polite. Usually I dislike going to phone stores but...	3
459	This location is close to where I live. I prefer this location over the others in my area. The staff is always friendly and they always make sure I am in...	3
460	Store Manager Edgar was a blessing. As soon as I walked into the store, I could tell they were pretty busy as patrons outnumbed staff 3 to 1. But a helpful...	3
461	Horrible customer experience and they try to rip you off by adding insurance without permission. Very Rude customer service.. I would not recommend going there.	1
462	The rudest and laziest with no manner staff I ever seen! I'm sure the good reviews are from the owner themselves. If they couldn't function with only three...	1
463	Very embarrassing for a corporate ATT store the furniture is all beat up and seats cracking and the install of the Direct TV has crap all hanging down like...	1
464	"I was frustrated with the information I could find about Go Phone plan online. So, I decided to come here to talk to a real person on my day off. 

I was..."	1
465	"The worst customer service EVER!!
The staff there have attitude problems. 
I don't believe the way they run the business.
I have realized that I made a..."	1
466	I wouldn't even give them one star but you have to leave a review . My husband daughter and I went in to the store and were there for about 10 minutes...	1
467	Came into the store today just to make a simple payment to my account. Was not greeted nor told id be helped. Sat and waited for over an hour to do...	1
468	Worst customer service, was on hold for 15 minutes to request the additional days of credit which should have been received on statement.  Have had service...	1
469	I've been waiting at this kiosk for 15 minutes and no employee has shown up, meanwhile there are 2 employees at the Sprint kiosk not 100 ft away. I would...	1
470	Do not trust I went in for a SIM card for my new phone the employee told me that there is a 30 charge for it but she could give me a discount without my...	1
471	Some of the rudest people working at this AT&T mall location never ever want to deal with them or the company they represent	1
472	AT&T is making it impossible to cancel service for an unneeded phone line. Wherever you do DON'T bundle service.	1
473	I wish I could give this place a ZERO STARS.  All the negative reviews are correct about this place.  Lies.  Lies. Lies.  Lies.  Lies. Lies.  THEY DO DONT...	1
474	LIARS AND SCAM ARTISTS. A sales rep was suspiciously  insistent I purchase a specific case. Two hours later, I realize it was broken. The next day, the...	1
475	I came into this store on assistance for a new line I opened under my own name. When I first arrived some employee assisted me and I told her my situation...	1
476	One star is not even worthy of this store.  Edgar the sales person has no clue about assisting the customer especially when it is a business that utilizes...	1
477	"This location is located right off of 45 and cypresswood. Right adjacent to the spring high school.  

After entering the store, my mother and I were..."	1
478	We were visiting Houston when we lost service on our phones. Jose opened the store on time and got me to customer service to remedy the problem. I used the...	3
479	"Unprofessional, unapologetic, arrogant, careless management. 
Came in to add a line to my account and to purchase a new iPhone 
They did not have any of the..."	1
480	I just recently upgraded and did not want to risk messing up my new phone...I was able to have Rey assist.....BASICALLY HE DID ALL THE WORK needed for...	3
481	I do prefer this location to others since it is located in City Centre and is spacious and clean. I was rather upset with the customer service that I was...	1
482	Horrible customer service!! Almost 3 hours waiting on then trying to find a cellphone I returned 2 months ago, worst company ever ,	1
483	"Avoid Marc, avoid Mark avoid Mark
How can you know him , he is the guy with a cannon camera all the time

Just avoid him, he is the worst worker on at&t you..."	1
484	Y'all don't come here . It's a waste of time . For starters NO ONE GREETS Or Asks if you need help with something . They don't inform you to sign in or...	1
485	This location should be shut down, bad attitudes and lack of work they try to find any excuse to not help you. Don't go to Yadella she doesn't take her job...	1
486	Took an hour to just give me a credit check.... smh very aggravating felt like discriminated at this place all kinds of questions I was being asked not...	1
487	Very poor costumer service. I needed to return accessories that I bought two days ago. Spent 30 minutes trying to return two accessories because the rep...	1
488	I went in to buy a screen protector for my Galaxy S7 active. They have awesome deals, and even better customer service. They even installed the screen...	3
489	This place has the worst customer service ever. I was not helped and the older oriental guy seem like he hates his job with the nasty attitude. I decided to...	1
490	"Please do yourself a favor and drive the extra 25 minutes to true REAL AT&T store In Atascocita. The customer service the employees have at my wireless ""..."	1
491	"I did leave. I went to the AT&T store in the center at Eldridge & Westheimer--you know, near Target, PetSmart, Michael's...& etc?

They are AWESOMESAUCE:..."	1
492	Horrible customer service. I went in to buy a phone case and was told there were a few people ahead of me and I would have to wait. Why wouldn't the store...	1
493	Stood in the store 30 minutes till I finally had to sit down for standing and waiting so long. About 3 ppl skipped me no one even asked me what I needed nor...	1
494	I was skeptical upon entering this location because of the reviews. But Mack and Duewey are AMAZING. Funny, helpful, and very attentive. There was a frantic...	3
495	These people kept me on hold on the phone for 25 minutes with no intention of ever coming back. I know this because I was still on hold when I arrived at...	1
496	Customer service is ridiculous, purchased a Samsung note and absolutely not one employee in the store knew nothing about setting up the phone. Everyone at...	1
497	Amazing how bad service is! I have their cell (happy with that), but there internet/cable is pretty spotty, goes out or have to reset the modem frequently....	1
498	"The absolute worst, I don't know what the heck I was thinking. The highest speed was 18mbps, but they touted the whole ""you're the only one on your..."	1
499	The worst ever! I promise!! The last 2 years have gone from frustrating to anger!! I've been told twice that they'll fix it.  Do not trust there lies!...	1
500	Everyone in the store was so friendly when I came in. I was upset about an issue I was having on my bill. Not only were they able to solve it but save me...	3
501	Always a wait when I come here. It makes me hate coming to the store. Never really have problems thank god. So I don't have to come often. AT&T is a pretty...	1
502	Came in to the store to get info regarding a possible trade in and or upgrade our phones, representative that helped us which I did not get his name, was...	1
503	Came here for a question about a new phone but got turned away immediately and was told to go back to original store. After figuring it out myself, all I...	1
504	Ken and his team at the AT&T store on West Road are unmatched in customer service. Before coming to this location, I called ahead to check their hours of...	3
505	Great service and friendly staff!! I will definitely be back for all of my cellular service needs!!	3
506	These people are rude, stupid, and will lie without hesitation. They are so lazy and will say whatever it takes to make you leave. One fat black girl tried...	1
507	Worst customer service I have ever seen. First, the salesman didn't offer any information to answer my questions about the new Apple Watch. That should have...	1
508	"I did leave the store at 11000-something.

This store is GREAT!!! Candace is AWESOMESAUCE, and that is the truth.

More employees, more space, and actual help."	3
509	They suck lol they basically told me that the online pick up system is a waste of time, and that once they receive the order they cancel it and make you...	1
510	Horrible store stay away - sign you up for services that you did not ask for. Like one of the reviewer mentioned below (who interestingly worked with the...	1
